name,url,description
Cacnea,https://pokeapi.Co/api/v2/pokemon-species/331/,"Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this pokémon shoots sharp thorns from its body to bring the victim down. Cacnea live in deserts with virtually no rainfall. It battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms. It lives in arid locations. Its yellow flowers bloom once a year. By storing water in its body, this desert dweller can survive for 30 days without water. It lives in arid locations. Its yellow flowers bloom once a year. Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this pokémon shoots sharp thorns from its body to bring the victim down. It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body. It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body. The more arid and harsh the environment, the more pretty and fragrant a flower cacnea grows. This pokémon battles by wildly swinging its thorny arms. The more arid and harsh the environment, the more pretty and fragrant a flower cacnea grows. This pokémon battles by wildly swinging its thorny arms."
Cacturne,https://pokeapi.Co/api/v2/pokemon-species/332/,"After spending thousands of years in harsh deserts, its blood transformed into the same substances as sand. It is nocturnal, so it hunts at night. During the daytime, cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This pokémon becomes active at night when the temperature drops. It becomes active at night, seeking prey that is exhausted from the day’s desert heat. If a traveler is going through a desert in the thick of night, cacturne will follow in a ragtag group. The pokémon are biding their time, waiting for the traveler to tire and become incapable of moving. It becomes active at night, seeking prey that is exhausted from the day’s desert heat. It lives in deserts. It becomes active at night when it hunts for prey exhausted from the desert’s heat. Packs of them follow travelers through the desert until the travelers can no longer move. If a traveler is going through a desert in the thick of night, cacturne will follow in a ragtag group. The pokémon are biding their time, waiting for the traveler to tire and become incapable of moving. Packs of them follow travelers through the desert until the travelers can no longer move. During the daytime, cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This pokémon becomes active at night when the temperature drops."
Swablu,https://pokeapi.Co/api/v2/pokemon-species/333/,"For some reason, it likes to land on people’s heads softly and act like it’s a hat. For some reason, it likes to land on people’s heads softly and act like it’s a hat. Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this pokémon finds a stream and showers itself. It can’t relax if it or its surroundings are not clean. It wipes off dirt with its wings. Its wings bring cottony clouds to mind. It grooms with springwater and loves to sit on heads. A pokémon that has wings like cottony clouds. After enduring winter, in which little food is available, swablu flocks move closer to towns in the spring. Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this pokémon finds a stream and showers itself. It constantly grooms its cotton-like wings. It takes a shower to clean itself if it becomes dirty. Its cottony wings are full of air, making them light and fluffy to the touch. Swablu takes diligent care of its wings. Since swablu looks like a cumulus cloud, foes can have a hard time finding it. Apparently its wings turned white over many generations. Its wings are like cotton tufts. If it perches on someone’s head, it looks like a cotton hat. Swablu has light and fluffy wings that are like cottony clouds. This pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat. It constantly grooms its cotton-like wings. It takes a shower to clean itself if it becomes dirty. Swablu has light and fluffy wings that are like cottony clouds. This pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat."
Altaria,https://pokeapi.Co/api/v2/pokemon-species/334/,"Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this pokémon makes its listeners experience dreamy wonderment. If you hear a beautiful melody trilling deep among mountains far from people, it is altaria’s humming. It flies gracefully through the sky. Its melodic humming makes you feel like you’re in a dream. It flies gracefully through the sky. Its melodic humming makes you feel like you’re in a dream. As it flies in a calm and relaxed manner, altaria performs a humming song that would enrapture any audience. If it bonds with a person, it will gently envelop the friend with its soft wings, then hum. Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this pokémon makes its listeners experience dreamy wonderment. This pokémon has a kind disposition, but if it’s provoked, it will threaten opponents with shrill cries before attacking them without mercy. Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder. It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. It launches intensely hot fireballs from its mouth. On sunny days, it flies freely through the sky and blends into the clouds. It sings in a beautiful soprano. It looks like a fluffy cloud when it is in flight. It hums with its soprano voice. On sunny days, it flies freely through the sky and blends into the clouds. It sings in a beautiful soprano. Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder."
Zangoose,https://pokeapi.Co/api/v2/pokemon-species/335/,"Its fur would all stand on end if it smelled a seviper nearby. Its sharp claws tear up its foes. Zangoose usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This pokémon shares a bitter rivalry with seviper that dates back over generations. Memories of battling its arch-rival seviper are etched into every cell of zangoose’s body. This pokémon adroitly dodges attacks with incredible agility. It has feuded with seviper for many generations. Its sharp claws are its biggest weapons. If it comes across a seviper, its fur bristles and it assumes its battle pose. Its sharp claws are its best weapon. When it battles, it stands on its hind legs and attacks with its sharply clawed forelegs. Its fur bristles if it encounters any seviper. It’s seviper’s archrival. To threaten those it encounters, it fans out the claws on its front paws. It has feuded with seviper for many generations. Its sharp claws are its biggest weapons. Memories of battling its archrival seviper are etched into every cell of zangoose’s body. This pokémon adroitly dodges attacks with incredible agility. It has feuded with seviper for many generations. Its sharp claws are its biggest weapons. Its fur would all stand on end if it smelled a seviper nearby. Its sharp claws tear up its foes. Zangoose usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This pokémon shares a bitter rivalry with seviper that dates back over generations."
Seviper,https://pokeapi.Co/api/v2/pokemon-species/336/,"It sharpens its swordlike tail on hard rocks. It hides in tall grass and strikes unwary prey with venomous fangs. Seviper shares a generations-long feud with zangoose. The scars on its body are evidence of vicious battles. This pokémon attacks using its sword-edged tail. Seviper shares a generations-long feud with zangoose. The scars on its body are evidence of vicious battles. This pokémon attacks using its swordedged tail. Seviper and zangoose are eternal rivals. It counters a zangoose’s dazzling agility with its swordlike tail, which also oozes a horrible poison. Seviper’s swordlike tail serves two purposes it slashes foes and douses them with secreted poison. This pokémon will not give up its longrunning blood feud with zangoose. In battle, it uses its bladed tail to counter any zangoose. It secretes a deadly venom in its tail. For many generations, it has feuded with zangoose. It whets its bladed tail on rocks for battle. Constant polishing makes the edge of the blade on its tail extremely sharp. It’s zangoose’s archrival. Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This pokémon will not give up its long-running blood feud with zangoose. In battle, it uses its bladed tail to counter any zangoose. It secretes a deadly venom in its tail. Constant polishing makes the edge of the blade on its tail extremely sharp. It’s zangoose’s archrival. For many generations, it has feuded with zangoose. It whets its bladed tail on rocks for battle."
Lunatone,https://pokeapi.Co/api/v2/pokemon-species/337/,"Lunatone was discovered at a location where a meteoroid fell. As a result, some people theorize that this pokémon came from space. However, no one has been able to prove this theory so far. Lunatone was discovered at a location where a meteorite fell. As a result, some people theorize that this pokémon came from space. However, no one has been able to prove this theory so far. It becomes very active on the night of a full moon. This pokémon was first discovered 40 years ago at the site of a meteor strike. Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear. Its health ebbs and flows with the lunar cycle. It brims with power when exposed to the light of the full moon. The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon. It was discovered at the site of a meteor strike 40 years ago. Its stare can lull its foes to sleep. It was discovered at the site of a meteor strike 40 years ago. Its stare can lull its foes to sleep. The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon. Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear. Because it turns active on nights of the full moon, it is said to have some link to the lunar phases. Because it turns active on nights of the full moon, it is said to have some link to the lunar phases."
Solrock,https://pokeapi.Co/api/v2/pokemon-species/338/,"Solrock is a new species of pokémon that is said to have fallen from space. It floats in air and moves silently. In battle, this pokémon releases intensely bright light. Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines. When it rotates itself, it gives off light similar to the sun, thus blinding its foes. It absorbs solar energy during the day. Always expressionless, it can sense what its foe is thinking. A new pokémon species, rumored to be from the sun. It gives off light while spinning. Solar energy is the source of this  pokémon’s power. On sunny days, groups of solrock line up facing the sun and absorb its light. It absorbs solar energy during the day. Always expressionless, it can sense what its foe is thinking. Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines. When it rotates itself, it gives off light similar to the sun, thus blinding its foes. Sunlight is the source of solrock’s power. It is said to possess the ability to read the emotions of others. This pokémon gives off intense heat while rotating its body. Solrock is a new species of pokémon that is said to have fallen from space. It floats in air and moves silently. In battle, this pokémon releases intensely bright light. Sunlight is the source of solrock’s power. It is said to possess the ability to read the emotions of others. This pokémon gives off intense heat while rotating its body."
Barboach,https://pokeapi.Co/api/v2/pokemon-species/339/,"Barboach’s body is covered with a slimy film. If a foe grabs it, this pokémon just slips out of the enemy’s grip. This pokémon grows weak if the slimy coating dries up. Barboach’s sensitive whiskers serve as a superb radar system. This pokémon hides in mud, leaving only its two whiskers exposed while it waits for prey to come along. It probes muddy riverbeds with its two long whiskers. A slimy film protects its body. Barboach’s body is covered with a slimy film. If a foe grabs it, this pokémon just slips out of the enemy’s grip. This pokémon grows weak if the slimy coating dries up. Its body is covered with a slimy film. The film acts as a barrier to prevent germs in muddy water from entering the barboach’s body. Its two whiskers provide a sensitive radar. Even in muddy waters, it can detect its prey’s location. Barboach’s sensitive whiskers serve as a superb radar system. This pokémon hides in mud, leaving only its two whiskers exposed while it waits for prey to come along. Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud. Its whiskers make a superb radar. They are used to locate prey, even in the murkiest of water. Its slippery body is hard to grasp, so much so that there are festivals where people compete to see how many they can catch barehanded. It probes muddy riverbeds with its two long whiskers. A slimy film protects its body. It coats its entire body with a slimy fluid so it can squirm and slip away if grabbed. It coats its entire body with a slimy fluid so it can squirm and slip away if grabbed. Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud. Its entire body is gooey. When pecked at by bird pokémon, it slips and slides its way to freedom. Its whiskers make a superb radar. They are used to locate prey, even in the murkiest of water. Makes its home in swamps with murky water. The poor visibility hides this pokémon from predators, and the slime on its body makes grasping it difficult. Its whiskers are filled with nerves. They can sense smells and flavors just as a person’s nose or tongue would. Barboach uses its whiskers to taste things just as a person uses his or her tongue to taste things."
Whiscash,https://pokeapi.Co/api/v2/pokemon-species/340/,"It is very territorial. It repels foes by setting off tremors that extend over a three-mile radius. As a result of causing tremors by thrashing about, it developed the ability to foretell real quakes. It makes its nest at the bottom of  swamps. It will eat anything if it is alive, whiscash will eat it. If whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This pokémon has the ability to predict real earthquakes. A glutton that devours anything that moves, it quietly lurks at the bottom of swamps, lying in wait for prey. Whiscash shakes the ground at high intensities to intimidate its opponents. It swallows its prey whole—along with mud from the swamp floor. It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around. Strikes its caudal fin against the swamp bed to shake the ground and startle its prey. It will then swallow the fleeing prey whole. People mistook this behavior as the cause of earthquakes. Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night. Its vision is not that good. It senses vibrations in the water with its whiskers to determine the location of its prey. Whiscash is extremely territorial. Just one of these pokémon will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake. Whiscash is extremely territorial. Just one of these pokémon will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake. If whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This pokémon has the ability to predict real earthquakes. It makes its nest at the bottom of swamps. It will eat anything—if it is alive, whiscash will eat it. It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around. It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors. It makes its nest at the bottom of swamps. It will eat anything--if it is alive, whiscash will eat it. Sighting whiscash leaping from the water is believed to herald an earthquake."
Corphish,https://pokeapi.Co/api/v2/pokemon-species/341/,"Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey. Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey. Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This pokémon has no trouble living in filthy water. Corphish were originally foreign pokémon that were imported as pets. They eventually turned up in the wild. This pokémon is very hardy and has greatly increased its population. Individuals that have been set free by trainers who could no longer raise them have become common, and they can now be found in alola. Once it grips prey with its large pincers, it will never let go, no matter what. It is a hardy pokémon that can thrive in any environment. It was originally a pokémon from afar that escaped to the wild. It can adapt to the dirtiest river. No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive. It can adapt very well to its environment. Feebas and corphish are about the only pokémon to live in stagnant ditches. It came from overseas. It is a very hardy creature that will quickly proliferate, even in polluted streams. Corphish were originally foreign pokémon that were imported as pets. They eventually turned up in the wild. This pokémon is very hardy and has greatly increased its population. No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive. It was originally a pokémon from afar that escaped to the wild. It can adapt to the dirtiest river. Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food it will eat anything. This pokémon has no trouble living in filthy water."
Crawdaunt,https://pokeapi.Co/api/v2/pokemon-species/342/,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this pokémon hides in its streambed burrow to avoid attack from its foes. A brutish pokémon that loves to battle. A veteran crawdaunt that has prevailed in hundreds of battles has giant pincers marked with countless scars. A brutish pokémon that loves to battle. It will crash itself into any foe that approaches its nest. Crawdaunt has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this pokémon, making them desolate places. Crawdaunt has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this pokémon, making them desolate places. A brutish pokémon that loves to battle. It will crash itself into any foe that approaches its nest. Loving to battle, this pokémon pinches all pokémon that enter its territory with its pincers and throws them out. Its pincers often fall off. Unlike with crabrawler or clauncher, the meat in its claws is utterly nasty and stinking. It is a ruffian that uses its pincers to pick up and toss out other pokémon from its pond. Its temperament is rough and it loves to fight, but as soon as its pincers break off, it turns cowardly. It stays timid until they grow back. Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this pokémon hides in its streambed burrow to avoid attack from its foes. A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise. Loving to battle, this pokémon pinches all pokémon that enter its territory with its pincers and throws them out. It is a ruffian that uses its pincers to pick up and toss out other pokémon from its pond. A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise."
Baltoy,https://pokeapi.Co/api/v2/pokemon-species/343/,"Depictions of pokémon similar to baltoy have been found on the walls of caves where primitive humans lived. It moves while spinning around on its single foot. Some baltoy have been seen spinning on their heads. As soon as it spots others of its kind, baltoy congregates with them and then begins crying noisily in unison. This pokémon sleeps while cleverly balancing itself on its one foot. As soon as it spots others of its kind, baltoy congregates with them and then begins crying noisily in unison. This pokémon sleeps while cleverly balancing itself on its one foot. It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep. It moves by spinning on its foot. It is a rare pokémon that was discovered in ancient ruins. It moves while spinning around on its single foot. Some baltoy have been seen spinning on their heads. A baltoy moves by spinning on its single foot. It has been depicted in murals  adorning the walls of a once-bustling city in an ancient age. When they find others of their kind, they cry out loudly and gather together. Large numbers of them can be found in old graveyards. It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep. It moves by spinning on its foot. It is a rare pokémon that was discovered in ancient ruins. Baltoy moves while spinning around on its one foot. Primitive wall paintings depicting this pokémon living among people were discovered in some ancient ruins. Discovered in ancient ruins, it moves by spinning around and forms a group when it finds others. Baltoy moves while spinning around on its one foot. Primitive wall paintings depicting this pokémon living among people were discovered in some ancient ruins."
Claydol,https://pokeapi.Co/api/v2/pokemon-species/344/,"The ancient people who made it apparently modeled it after something that descended from the sky. It fires beams from both arms. Claydol are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This pokémon moves about while levitating. An ancient clay figurine that came to life as a pokémon from exposure to a mysterious ray of light. It is said that it originates from clay dolls made by an ancient civilization. A claydol sleeps while hovering in midair. Its arms are separate from its body. They are kept floating by the pokémon’s manipulation of psychic power. It is said that it originates from clay dolls made by an ancient civilization. An ancient clay figurine that came to life as a pokémon from exposure to a mysterious ray of light. It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move. Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This pokémon shoots beams from both its hands. This mysterious pokémon started life as an ancient clay figurine made over 20,000 years ago. It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move. This mysterious pokémon started life as an ancient clay figurine made over 20,000 years ago. If it gets wet, its body melts. When rain starts to fall, it wraps its whole body up with its psychic powers to protect itself. Claydol are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This pokémon moves about while levitating. Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This pokémon shoots beams from both its hands."
Lileep,https://pokeapi.Co/api/v2/pokemon-species/345/,"It disguises itself as seaweed by making its tentacles sway. Unsuspecting prey that come too close are swallowed whole. It became extinct 100 million years ago. It sticks to rocks with its powerful suckers and can’t be washed away no matter how rough the surf gets. It disguises its tentacles as flowers to attract and catch prey. It became extinct in ancient times. Lileep is an ancient pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this pokémon intently scans for prey with its two eyes. In ancient times, it lived in warm seas. It disguised itself as seaweed to ambush its prey and devoured them whole when they got close. Lileep became extinct approximately a hundred million years ago. This ancient pokémon attaches itself to a rock on the seafloor and catches approaching prey using tentacles shaped like flower petals. This pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago. Lileep is an ancient pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this pokémon intently scans for prey with its two eyes. It disguises its tentacles as flowers to attract and catch prey. It became extinct in ancient times. Lileep clings to rocks on the seabed. When prey comes close, this pokémon entangles it with petallike tentacles. It lived on the seafloor 100 million years ago and was reanimated scientifically. It lived on the seafloor 100 million years ago and was reanimated scientifically. Lileep became extinct approximately a hundred million years ago. This ancient pokémon attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals. It became extinct roughly 100 million years ago. It was regenerated from a fossil using advanced techniques."
Cradily,https://pokeapi.Co/api/v2/pokemon-species/346/,"Cradily roams around the ocean floor in search of food. This pokémon freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles. It ensnares prey with its eight tentacles. It then melts the prey with a strong acid before feeding. It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches. It drags its heavy body along the seafloor. It makes its nest in the shallows of warm seas. Cradily can be seen on beaches when the tide goes out. Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This pokémon secretes a strong digestive fluid from its tentacles. Cradily roams around the ocean floor in search of food. This pokémon freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles. It ensnares prey with its eight tentacles. It then melts the prey with a strong acid before feeding. This carnivorous pokémon lived in primordial seas. It catches prey in its eight tentacles and dissolves them with digestive fluid as it eats. It lives in warm seas. Its heavy body weighs it down so it won’t get washed away in rough weather. It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey. Once cradily catches prey in its tentacles, it digests them whole and absorbs their nutrients. Normally, it lived on shallow sea shoals. When the tide went out, this pokémon came up on land to search for prey. It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches. Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This pokémon secretes a strong digestive fluid from its tentacles."
Anorith,https://pokeapi.Co/api/v2/pokemon-species/347/,"Anorith is said to be a type of  pokémon predecessor, with eight wings at the sides of its body. This pokémon swam in the primordial sea by undulating these eight wings. Anorith can swim swiftly by pulling its eight wings through the water like oars on a boat. This pokémon is an ancestor of modern bug pokémon. It is a kind of pokémon progenitor. It uses its extending claws to catch prey hiding among rocks on the seafloor. Anorith was regenerated from a prehistoric fossil. This primitive pokémon once lived in warm seas. It grips its prey firmly between its two large claws. When restored anorith are released into the ocean, they don’t thrive, because the water composition has changed since their era. It was resurrected from a fossil using the power of science. It swims by undulating the eight wings at its sides. They were feet that adapted to life in the sea. A pokémon ancestor that was reanimated from a fossil. It lived in the sea and hunted with claws. This is one kind of primeval bug pokémon. With eight wings, it could apparently swim a lot faster than you’d expect. Anorith is said to be a type of pokémon predecessor, with eight wings at the sides of its body. This pokémon swam in the primordial sea by undulating these eight wings. It is a kind of pokémon progenitor. It uses its extending claws to catch prey hiding among rocks on the seafloor. Anorith was regenerated from a prehistoric fossil. This primitive pokémon once lived in warm seas. It grips its prey firmly between its two large claws. A pokémon ancestor that was reanimated from a fossil. It lived in the sea and hunted with claws. An ancestral pokémon that lived in the ocean. Over time, its eight feet transformed into wings. This pokémon was restored from a fossil. Anorith lived in the ocean about 100,000,000 years ago, hunting with its pair of claws."
Armaldo,https://pokeapi.Co/api/v2/pokemon-species/348/,"After evolution, this pokémon emerged onto land. Its lower body has become stronger, and blows from its tail are devastating. It lived on land and went out into the sea to hunt for prey. Its sharp claws were its greatest weapon. Armaldo is a pokémon species that became extinct in prehistoric times. This pokémon is said to have walked on its hind legs, which would have been more convenient for life on land. Armaldo adapted from living in water to living on land. It has been determined that it is the ancestor of some bug pokémon. Its enormous, retractable claws can cut through most anything. Its entire body is clad in sturdy plates. Its enormous, retractable claws can cut through most anything. Its entire body is clad in sturdy plates. Protected by a hard shell, its body is very sturdy. It skewers prey with its claws to feed. Though it lives on land, it’s also a good swimmer. It dives into the ocean in search of prey, using its sharp claws to take down its quarry. It went ashore after evolving. Its entire body is clad in a sturdy armor. Armaldo is a pokémon species that became extinct in prehistoric times. This pokémon is said to have walked on its hind legs, which would have been more convenient for life on land. Protected by a hard shell, its body is very sturdy. It skewers prey with its claws to feed. Armaldo’s tough armor makes all attacks bounce off. This pokémon’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab. Armaldo’s tough armor makes all attacks bounce off. This pokémon’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab. Armaldo usually lives on land. However, when it hunts for prey, it dives beneath the ocean. It swims around using its two large wings."
Feebas,https://pokeapi.Co/api/v2/pokemon-species/349/,"While feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this pokémon is also slow and dimwitted, making it an easy catch. Feebas live in ponds that are heavily infested with weeds. Because of its hopelessly shabby appearance, it seems as if few trainers raise it. It is the shabbiest pokémon of all. It forms in schools and lives at the bottom of rivers. Because of its wretched appearance, most people pay it no attention, but there are some who collect feebas—and feebas alone! While feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this pokémon is also slow and dimwitted, making it an easy catch. They look ragged, so no one catches them. They look like they’d taste bad, so predators won’t eat them. And their numbers continue to grow. It is a shabby and ugly pokémon. However, it is very hardy and can survive on little water. Feebas’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this pokémon is largely ignored. It is capable of living in both the sea and in rivers. Feebas’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this pokémon is largely ignored. It is capable of living in both the sea and in rivers. It is famous for its shabby appearance. While populous, they tend to cluster in set locations. It eats anything, so it can even live in polluted streams and lakes. No one pays any attention to it. A tough pokémon that is perfectly fine even in dirty water. However, due to its ragged, shabby appearance, it isn’t popular. Although unattractive and unpopular, this pokémon’s marvelous vitality has made it a subject of research. It eats anything, so it can even live in polluted streams and lakes. No one pays any attention to it. It is a shabby and ugly pokémon. However, it is very hardy and can survive on little water. It is the shabbiest pokémon of all. It forms in schools and lives at the bottom of rivers. Ridiculed for its shabby appearance, it is ignored by researchers. It lives in ponds choked with weeds."
Milotic,https://pokeapi.Co/api/v2/pokemon-species/350/,"Milotic is breathtakingly beautiful. Those that see it are said to forget their combative spirits. While milotic is said to be the most beautiful pokémon, trainers who like feebas and have raised it are seemingly disappointed by milotic. It is the world’s most beautiful pokémon. There are many works of art featuring milotic. It is the world’s most beautiful pokémon. There are many works of art featuring milotic. It lives at the bottom of clear lakes. In times of war, it shows itself, which soothes people’s minds and hearts. Its lovely scales are described as rainbow colored. They change color depending on the viewing angle. Its dwelling place is the bottom of big lakes. Those who behold its loveliness are said to have their hearts purified. When people bicker, it is said to arise from the depths of lakes to becalm violent hearts. Milotic live at the bottom of large lakes. When this pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to restless spirits. It’s said that a glimpse of a milotic and its beauty will calm any hostile emotions you’re feeling. Milotic is breathtakingly beautiful. Those that see it are said to forget their combative spirits. Milotic live at the bottom of large lakes. When this pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts. Milotic is said to be the most beautiful of all the pokémon. It has the power to becalm such emotions as anger and hostility to quell bitter feuding. Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful pokémon of all. Milotic is said to be the most beautiful of all the pokémon. It has the power to becalm such emotions as anger and hostility to quell bitter feuding. It is said to live at the bottom of large lakes. Considered to be the most beautiful of all pokémon, it has been depicted in paintings and statues. It’s said that a glimpse of a milotic and its beauty will calm any hostile emotions you’re feeling."
Castform,https://pokeapi.Co/api/v2/pokemon-species/351/,"Castform’s appearance changes with the weather. This pokémon gained the ability to use the vast power of nature to protect its tiny body. It has the ability to change its form into the sun, the rain, or a snow cloud,  depending on the weather. Its form changes depending on the weather. The rougher conditions get, the rougher castform’s disposition! Castform’s appearance changes with the weather. This pokémon gained the ability to use the vast power of nature to protect its tiny body. It alters its form depending on the weather. Changes in the climate such as the temperature and humidity appear to affect its cellular structure. It has the ability to change its form into the sun, the rain, or a snow cloud, depending on the weather. Its form changes on its own, due to its cells’ sensitive reactions to temperature and humidity. Castform borrows the power of nature to transform itself into the guises of the sun, rain clouds, and snow clouds. This pokémon’s feelings change with the weather. Temperature and weather affect its cellular structure, so this pokémon changes form according to the weather. Its appearance changes with the weather. Recently, its molecules were found to be just like water. Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This pokémon’s feelings change with the weather. It changes its form depending on the weather. Changes in the temperature or humidity appear to affect its cellular structure. This pokémon can change its cells, taking different forms based on the temperature and humidity. This pokémon can change its cells, taking different forms based on the temperature and humidity. Although its form changes with the weather, that is apparently the result of a chemical reaction and not the result of its own free will."
Kecleon,https://pokeapi.Co/api/v2/pokemon-species/352/,"Kecleon is capable of changing its body colors at will to blend in with its surroundings. There is one exception this pokémon can’t change the zigzag pattern on its belly. A pokémon that has the ability to alter its body colors to match its surroundings. A kecleon reverts to its original colors if it is startled. It changes its shading to match its surroundings so it can sneak up on prey. Only its belly patterns stay fixed. It changes body color to blend in with its surroundings. It also changes color if it is happy or sad. Kecleon is capable of changing its body colors at will to blend in with its surroundings. There is one exception—this pokémon can’t change the zigzag pattern on its belly. It changes its shading to match its surroundings so it can sneak up on prey. Only its belly patterns stay fixed. Its color changes for concealment and also when its mood or health changes. The darker the color, the healthier it is. It changes its hue to blend into its surroundings. If no one takes notice of it for too long, it will pout and never reveal itself. Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target. Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target. It can freely change its body’s color. The zigzag pattern on its belly doesn’t change, however. It can freely change its body’s color. The zigzag pattern on its belly doesn’t change, however."
