name,description,category,type,height,weight,url,documents
rotom,"Rotom is very clever and mischievous. It enjoys teasing and frightening people and Pokémon. It often invades appliances and takes control of machines, allowing it to change its form.It is said that a young male inventors creation has caused Rotoms multiple forms to be developed. ",Plasma Pokémon,"electric,ghost",1′00″,0.7,https://pokeapi.co/api/v2/pokemon-species/479/,"Rotom is very clever and mischievous. It enjoys teasing and frightening people and Pokémon. It often invades appliances and takes control of machines, allowing it to change its form.It is said that a young male inventors creation has caused Rotoms multiple forms to be developed. 'its electric-like body can enter some kinds of machines and take control in order to make mischief.', 'research continues on this pokémon, which could be the power source of a unique motor.', 'its body is composed of plasma. it is known to infiltrate electronic devices and wreak havoc.', 'with a body made of plasma, it can inhabit all sorts of machines. it loves to surprise others.', 'one boy’s invention led to the development of many different machines that take advantage of rotom’s unique capabilities.', 'research continues on this pokémon, which could be the power source of a unique motor.', 'its body is composed of plasma. it is known to infiltrate electronic devices and wreak havoc.', ""this bizarre pokémon appears to be a will-o'-the-wisp powered by electricity. be wary, as rotom is both smart and mischievous."""
uxie,empty,Knowledge Pokémon,psychic,1′00″,0.7,https://pokeapi.co/api/v2/pokemon-species/480/,"empty'it is said that its emergence gave humans the intelligence to improve their quality of life.', 'a pokémon feared but also respected for stealing away the memories of evildoers. i have found records that suggest uxie holds dominion over knowledge.', 'it is said that its emergence gave humans the intelligence to improve their quality of life.', 'known as “the being of knowledge.” it is said that it can wipe out the memory of those who see its eyes.', 'known as “the being of knowledge.” it is said that it can wipe out the memory of those who see its eyes.', 'when uxie flew, people gained the ability to solve problems. it was the birth of knowledge.', 'when uxie flew, people gained the ability to solve problems. it was the birth of knowledge.', 'according to some sources, this pokémon provided people with the intelligence necessary to solve various problems.'"
mesprit,empty,Emotion Pokémon,psychic,1′00″,0.7,https://pokeapi.co/api/v2/pokemon-species/481/,"empty'known as “the being of emotion.” it taught humans the nobility of sorrow, pain, and joy.', 'this pokémon is said to have endowed the human heart with emotions, such as sorrow and joy.', 'known as “the being of emotion.” it taught humans the nobility of sorrow, pain, and joy.', 'when mesprit flew, people learned the joy and sadness of living. it was the birth of emotions.', 'it sleeps at the bottom of a lake. its spirit is said to leave its body to fly on the lake’s surface.', 'known as the being of emotion. in legend, this pokémon was feared, as any who showed disrespect would have their emotions thrown into disarray.', 'it sleeps at the bottom of a lake. its spirit is said to leave its body to fly on the lake’s surface.', 'when mesprit flew, people learned the joy and sadness of living. it was the birth of emotions.'"
azelf,empty,Willpower Pokémon,psychic,1′00″,0.7,https://pokeapi.co/api/v2/pokemon-species/482/,"empty'when azelf flew, people gained the determination to do things. it was the birth of willpower.', 'known as “the being of willpower.” it sleeps at the bottom of a lake to keep the world in balance.', 'the dreaded being of willpower. legends tell of this pokémon manipulating the will of its adversaries and turning them into puppets of its own.', 'this pokémon is said to have endowed humans with the determination needed to face any of life’s difficulties.', 'it is thought that uxie, mesprit and azelf all came from the same egg.', 'known as “the being of willpower.” it sleeps at the bottom of a lake to keep the world in balance.', 'when azelf flew, people gained the determination to do things. it was the birth of willpower.', 'it is thought that uxie, mesprit, and azelf all came from the same egg.'"
dialga,"Dialga was created when Arceus hatched from its egg and created the world. Arceus tasked Dialga, Palkia, and Giratina to create the universe—time, space, and anti-matter respectively. Dialga was worshiped as the master of time and metal, as it is a steel-type Pokémon. It is said that time flows whenever Dialgas heartbeat pulsates. ",Temporal Pokémon,"steel,dragon",17′09″,1505.8,https://pokeapi.co/api/v2/pokemon-species/483/,"Dialga was created when Arceus hatched from its egg and created the world. Arceus tasked Dialga, Palkia, and Giratina to create the universe—time, space, and anti-matter respectively. Dialga was worshiped as the master of time and metal, as it is a steel-type Pokémon. It is said that time flows whenever Dialgas heartbeat pulsates. 'this pokémon is revered as a deity in hisuian legend. the birth of dialga was what caused the vast river of time to begin flowing in our world.', 'a pokémon spoken of in legend. it is said that time began moving when dialga was born.', 'it has the power to control time. it appears in sinnoh-region myths as an ancient deity.', 'a pokémon spoken of in legend. it is said that time began moving when dialga was born.', 'this pokémon completely controls the flow of time. it uses its power to travel at will through the past and future.', 'a legendary pokémon of sinnoh. it is said that time flows when dialga’s heart beats.', 'a legendary pokémon of sinnoh. it is said that time flows when dialga’s heart beats.', 'it has the power to control time. it appears in sinnoh-region myths as an ancient deity.'"
palkia,"Palkia has been described as having the ability to warp space creating ways for it to live and travel in a different dimension. When Palkia appears in Pokémon Pearl, it bends space and changes the looks of things around it. This effect is similar to Giratinas effect in Pokémon Platinum. It is said that Palkia and Dialga were never supposed to meet. Palkia gained the ability to change into its Origin Forme through the power of the Lustrous Globe.",Spatial Pokémon,"water,dragon",13′09″,740.8,https://pokeapi.co/api/v2/pokemon-species/484/,"Palkia has been described as having the ability to warp space creating ways for it to live and travel in a different dimension. When Palkia appears in Pokémon Pearl, it bends space and changes the looks of things around it. This effect is similar to Giratinas effect in Pokémon Platinum. It is said that Palkia and Dialga were never supposed to meet. Palkia gained the ability to change into its Origin Forme through the power of the Lustrous Globe.'this pokémon is feared as a deity in hisuian legend. the birth of palkia was what caused the walls of our world to disappear, creating a sky that spans for infinity.', 'it is said to live in a gap in the spatial dimension parallel to ours. it appears in mythology.', 'a legendary pokémon of sinnoh. it is said that space becomes more stable with palkia’s every breath.', 'a legendary pokémon of sinnoh. it is said that space becomes more stable with palkia’s every breath.', 'its total control over the boundaries of space enable it to transport itself to faraway places or even other dimensions.', 'it is said to live in a gap in the spatial dimension parallel to ours. it appears in mythology.', 'it has the ability to distort space. it is described as a deity in sinnoh-region mythology.', 'it has the ability to distort space. it is described as a deity in sinnoh-region mythology.'"
heatran,"Heatran inhabits areas with huge sources of lava, typically the inside of volcanoes. It is able to use the cross-shaped claws on its feet to move around walls and ceilings. Heatrans entire body is composed entirely out of steel, which is partially melted due to Heatran itself giving off intense heat.  Heatran is able to incite volcanic eruptions through the use of the Magma Rock. ",Lava Dome Pokémon,"fire,steel",5′07″,948.0,https://pokeapi.co/api/v2/pokemon-species/485/,"Heatran inhabits areas with huge sources of lava, typically the inside of volcanoes. It is able to use the cross-shaped claws on its feet to move around walls and ceilings. Heatrans entire body is composed entirely out of steel, which is partially melted due to Heatran itself giving off intense heat.  Heatran is able to incite volcanic eruptions through the use of the Magma Rock. 'stories tell of this pokémon being birthed from the boiling magma within mount coronet. its molten-steel body holds many mysteries.', 'it dwells in volcanic caves. it digs in with its cross-shaped feet to crawl on ceilings and walls.', 'its body is made of rugged steel. however, it is partially melted in spots because of its own heat.', 'it dwells in volcanic caves. it digs in with its cross-shaped feet to crawl on ceilings and walls.', 'boiling blood, like magma, circulates through its body. it makes its dwelling place in volcanic caves.', 'boiling blood, like magma, circulates through its body. it makes its dwelling place in volcanic caves.'"
regigigas,"In Sinnohan mythology, Regigigas towed the continents into their current arrangement using nothing more than rope. It is thought to communicate via both telepathy and the flashing lights on its head. According to legend, Regigigas crafted three Pokémon in its likeness out of clay, ice, and magma. The three beings were entirely subservient to Regigigas and would obey its commands above all else. Along with its servants, Regigigas stopped a volcanic eruption in the area now known as Snowpoint City, Sinnoh. After that, it began a centuries-long slumber deep within Snowpoint Temple, sending its servants to a distant region (Hoenn). It is said that anyone seeking to awaken this Pokémon would need to bring its three guardians to it first.",Colossal Pokémon,normal,12′02″,925.9,https://pokeapi.co/api/v2/pokemon-species/486/,"In Sinnohan mythology, Regigigas towed the continents into their current arrangement using nothing more than rope. It is thought to communicate via both telepathy and the flashing lights on its head. According to legend, Regigigas crafted three Pokémon in its likeness out of clay, ice, and magma. The three beings were entirely subservient to Regigigas and would obey its commands above all else. Along with its servants, Regigigas stopped a volcanic eruption in the area now known as Snowpoint City, Sinnoh. After that, it began a centuries-long slumber deep within Snowpoint Temple, sending its servants to a distant region (Hoenn). It is said that anyone seeking to awaken this Pokémon would need to bring its three guardians to it first.'there is an enduring legend that states this pokémon towed continents with ropes.', 'it is said to have made pokémon that look like itself from a special ice mountain, rocks, and magma.', 'there is an enduring legend that states this pokémon towed continents with ropes.', 'all over the world, there are legends that tell of regigigas creating other pokémon in its own image.', 'it is believed to have shaped regirock, regice, and registeel out of clay, ice, and magma.', 'according to legend, regigigas pulled landmasses together and bound them with rope to create the continent of hisui. though i have my doubts, the story could well contain a shred of truth.', 'it is said to have made pokémon that look like itself from a special ice mountain, rocks, and magma.', 'it’s said that regigigas created other pokémon from many different materials before it moved the continents to where they are today.'"
giratina,"Among the most complex Pokémon to understand, Giratina is both malevolent and dreaded in both its nature and appearance. For all the fear it receives, Giratina can be merciful to less evil creatures. A decent example of its merciful side is that it will freely allow the player to enter and leave the distortion world, even in defeat and despite Team Galactics previous meddling. In the 11th movie, Giratina was angered by Dialga and Palkia for polluting its home by having a battle, time and space were being distorted. In the 11th and 12th movie, Giratina continued to attack Dialga but it was calmed by Ash and Sheena.",Renegade Pokémon,"ghost,dragon",22′08″,1433.0,https://pokeapi.co/api/v2/pokemon-species/487/,"Among the most complex Pokémon to understand, Giratina is both malevolent and dreaded in both its nature and appearance. For all the fear it receives, Giratina can be merciful to less evil creatures. A decent example of its merciful side is that it will freely allow the player to enter and leave the distortion world, even in defeat and despite Team Galactics previous meddling. In the 11th movie, Giratina was angered by Dialga and Palkia for polluting its home by having a battle, time and space were being distorted. In the 11th and 12th movie, Giratina continued to attack Dialga but it was calmed by Ash and Sheena.'it was banished for its violence. it silently gazed upon the old world from the distortion world.', 'this pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.', 'this pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.', 'it was banished for its violence. it silently gazed upon the old world from the distortion world.', 'a pokémon that is said to live in a world on the reverse side of ours. it appears in an ancient cemetery.', 'there is one hisuian verse that tells of a powerful light creating a deep shadow. i imagine that this deep shadow is giratina.'"
cresselia,"It is widely believed that Darkrai and Cresselia are enemies, but in reality, are in love. But the abilities they both possess causes disruptions to people and Pokémon for their sleeping is disturbed from both sweet dreams and worst nightmares. Hunted for their misfortunes, forces the two Pokémon to be forever separated except for once a year when their abilities are suppressed by the Alpha Pokémon Arceus so that both Pokémon can be given a single night together.",Lunar Pokémon,psychic,4′11″,188.7,https://pokeapi.co/api/v2/pokemon-species/488/,"It is widely believed that Darkrai and Cresselia are enemies, but in reality, are in love. But the abilities they both possess causes disruptions to people and Pokémon for their sleeping is disturbed from both sweet dreams and worst nightmares. Hunted for their misfortunes, forces the two Pokémon to be forever separated except for once a year when their abilities are suppressed by the Alpha Pokémon Arceus so that both Pokémon can be given a single night together.'shiny particles are released from its wings like a veil. it is said to represent the crescent moon.', 'those who sleep holding cresselia’s feather are assured of joyful dreams. it is said to represent the crescent moon.', 'shiny particles are released from its wings like a veil. it is said to represent the crescent moon.', 'cresselia is reminiscent of the crescent moon. it leaves a brilliant line of light in its wake as it flies across the night sky. i daresay it resembles the heavenly maiden who created the milky way.', 'those who sleep holding cresselia’s feather are assured of joyful dreams. it is said to represent the crescent moon.', 'on nights around the quarter moon, the aurora from its tail extends and undulates beautifully.'"
phione,empty,Sea Drifter Pokémon,water,1′04″,6.8,https://pokeapi.co/api/v2/pokemon-species/489/,"empty'a pokémon that lives in warm seas. it inflates the flotation sac on its head to drift and search for food.', 'can be seen floating offshore during seasons when the seas are warm. its azure body blends in with the ocean waters—logic suggests this is a defense mechanism against natural predators.', 'it drifts in warm seas. it always returns to where it was born, no matter how far it may have drifted.', 'when the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.', 'when the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.', 'it drifts in warm seas. it always returns to where it was born, no matter how far it may have drifted.'"
manaphy,empty,Seafaring Pokémon,water,1′00″,3.1,https://pokeapi.co/api/v2/pokemon-species/490/,"empty'it starts its life with a wondrous power that permits it to bond with any kind of pokémon.', 'it starts its life with a wondrous power that permits it to bond with any kind of pokémon.', 'born on a cold seafloor, it will swim great distances to return to its birthplace.', 'water makes up 80% of its body. this pokémon is easily affected by its environment.', 'it is born with a wondrous power that lets it bond with any kind of pokémon.', 'it is born with a wondrous power that lets it bond with any kind of pokémon.', ""rumored to migrate across the oceans and visit hisui's coastal waters only rarely. although manaphy resembles phione, it is also quite different. the relation between the two is unclear."""
darkrai,"Darkrai is shown to be mysterious, sinister and ominous, yet extremely misunderstood. Its also shown to be a creature of habit for it causes nightmares, regardless of who it affects. However, there is very little evidence to prove it maliciously scares humans on purpose.It is widely believed that Darkrai and Cresselia are enemies, but in reality, are in love. But the abilities they both possess causes disruptions to people and Pokémon for their sleeping is disturbed from both sweet dreams and worst nightmares. Hunted for their misfortunes, forces the two Pokémon to be forever separated with Darkrai residing on Newmoon Islandand Cresselia residing on Fullmoon Island except for once a year when their abilities are suppressed the Alpha Pokémon Arceus so that both Pokémon can be given a single night together.",Pitch-Black Pokémon,dark,4′11″,111.3,https://pokeapi.co/api/v2/pokemon-species/491/,"Darkrai is shown to be mysterious, sinister and ominous, yet extremely misunderstood. Its also shown to be a creature of habit for it causes nightmares, regardless of who it affects. However, there is very little evidence to prove it maliciously scares humans on purpose.It is widely believed that Darkrai and Cresselia are enemies, but in reality, are in love. But the abilities they both possess causes disruptions to people and Pokémon for their sleeping is disturbed from both sweet dreams and worst nightmares. Hunted for their misfortunes, forces the two Pokémon to be forever separated with Darkrai residing on Newmoon Islandand Cresselia residing on Fullmoon Island except for once a year when their abilities are suppressed the Alpha Pokémon Arceus so that both Pokémon can be given a single night together.""on a moonless night, a strange incident occurred in which every one of a village's inhabitants suffered nightmares. the villagers attested that darkrai appeared before them in these nightmares."", 'to protect itself, it afflicts those around it with nightmares. however, it means no harm.', 'it can lull people to sleep and make them dream. it is active during nights of the new moon.', 'it chases people and pokémon from its territory by causing them to experience deep, nightmarish slumbers.', 'folklore has it that on moonless nights, this pokémon will make people see horrific nightmares.', 'it chases people and pokémon from its territory by causing them to experience deep, nightmarish slumbers.', 'it can lull people to sleep and make them dream. it is active during nights of the new moon.'"
shaymin,"In its Sky Form Shaymin is brave and bold, but very friendly and sweet. In its Land Form, Shaymin is very shy and sweet and may follow the people it likes.",Gratitude Pokémon,grass,0′08″,4.6,https://pokeapi.co/api/v2/pokemon-species/492/,"In its Sky Form Shaymin is brave and bold, but very friendly and sweet. In its Land Form, Shaymin is very shy and sweet and may follow the people it likes.'the blooming of gracidea flowers confers the power of flight upon it. feelings  of gratitude are the message it delivers.', 'it lives in flower patches and avoids detection by curling up to look like a flowering plant.', 'it can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.', 'the flowers all over its body burst into bloom if it is lovingly hugged and senses gratitude.', 'when the turning of seasons brings the cruel winter to its end and the joyous people give thanks to the heavens, shaymin appears and covers the withered land with flowers.', 'the blooming of gracidea flowers confers the power of flight upon it. feelings of gratitude are the message it delivers.', 'it can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.'"
arceus,"Arceus demonstrated the ability to open time-space rifts which it can use to summon humans from different points in time, Arceus also turned the players smartphone into an Arc Phone so it could communicate with the player and send them instructions via messages. After the players battle with Arceus, Arceus described the physical Pokémon encountered by the player as a portion of [itself], heavily implying that it is not Arceus true form but rather an extension of itself.Its balanced stats surpass Mews, Celebis, Jirachis, Manaphys, and Victinis. It is also capable of learning Draco Meteor if given the Draco Plate. It can learn nearly every move, excluding ones that require the use of arms or hands. The exception to this is Seismic Toss, although it can be presumed that it can lift its foes with telekinesis. It can be said that Arceus is arguably the most powerful Pokémon considering its the creator of all Pokémon, has the second highest base stats of any Pokémon (only behind Ultra Necrozma), and its ability to overpower three extremely powerful legendary Pokémon (Dialga, Palkia, and Giratina).",Alpha Pokémon,normal,10′06″,705.5,https://pokeapi.co/api/v2/pokemon-species/493/,"Arceus demonstrated the ability to open time-space rifts which it can use to summon humans from different points in time, Arceus also turned the players smartphone into an Arc Phone so it could communicate with the player and send them instructions via messages. After the players battle with Arceus, Arceus described the physical Pokémon encountered by the player as a portion of [itself], heavily implying that it is not Arceus true form but rather an extension of itself.Its balanced stats surpass Mews, Celebis, Jirachis, Manaphys, and Victinis. It is also capable of learning Draco Meteor if given the Draco Plate. It can learn nearly every move, excluding ones that require the use of arms or hands. The exception to this is Seismic Toss, although it can be presumed that it can lift its foes with telekinesis. It can be said that Arceus is arguably the most powerful Pokémon considering its the creator of all Pokémon, has the second highest base stats of any Pokémon (only behind Ultra Necrozma), and its ability to overpower three extremely powerful legendary Pokémon (Dialga, Palkia, and Giratina).'it is said to have emerged from an egg in a place where there was nothing, then shaped the world.', 'it is the heavenly fount from which pours the light that shines across hisui. its luminance guides and protects all pokémon. hisuian mythology states that arceus is the creator of all things.', 'it is described in mythology as the pokémon that shaped the universe with its 1,000 arms.', 'according to the legends of sinnoh, this pokémon emerged from an egg and shaped all there is in this world.', 'according to the legends of sinnoh, this pokémon emerged from an egg and shaped all there is in this world.', 'it is told in mythology that this pokémon was born before the universe even existed.', 'it is told in mythology that this pokémon was born before the universe even existed.', 'it is said to have emerged from an egg in a place where there was nothing then shaped the world.'"
victini,"Victini is a very shy and elusive Pokémon. It will often become invisible and only reveals itself to those it trusts. However, being a Fire-type, Victinis temper will flare up if it feels the need to defend its friends. ",Victory Pokémon,"psychic,fire",1′04″,8.8,https://pokeapi.co/api/v2/pokemon-species/494/,"Victini is a very shy and elusive Pokémon. It will often become invisible and only reveals itself to those it trusts. However, being a Fire-type, Victinis temper will flare up if it feels the need to defend its friends. 'when it shares the infinite energy it creates, that being’s entire body will be overflowing with power.', 'when it shares the infinite energy it creates, that being’s entire body will be overflowing with power.', 'it creates an unlimited supply of energy inside its body, which it shares with those who touch it.', 'this pokémon brings victory. it is said that trainers with victini always win, regardless of the type of encounter.', 'this pokémon brings victory. it is said that trainers with victini always win, regardless of the type of encounter.'"
snivy,"A calm and intelligent Pokémon, Snivy moves swifly in battle. Theyll start to move swifter if they bathe in sunlight for long enough. A Snivy will show its in bad health when its tail starts drooping.Snivy will always keep their heads held up high. They are known to refuse orders they consider “unbecoming” or “unworthy;” in fact, Snivy may even persuade other Pokémon to complete tasks they do not want to finish for them. Despite their haughty personalities, however, Snivy are also very calm and intelligent. Though they dislike combat, they will stay collected when attacked and always think before acting. Though their arms are usable, Snivy are more adept at using vines to handle objects.According to Iris and Cilan in Snivy Plays Hard to Catch!, due to their high intelligence, Snivy have high expectations of their trainers. If a trainer fails to meet them, then Snivy will leave them. Despite their smugness, their calm natures and intelligence make Snivy popular amongst trainers in Unova.Snivy usually live on treetops and tall grasses in many forests.",Grass Snake Pokémon,grass,2′00″,17.9,https://pokeapi.co/api/v2/pokemon-species/495/,"A calm and intelligent Pokémon, Snivy moves swifly in battle. Theyll start to move swifter if they bathe in sunlight for long enough. A Snivy will show its in bad health when its tail starts drooping.Snivy will always keep their heads held up high. They are known to refuse orders they consider “unbecoming” or “unworthy;” in fact, Snivy may even persuade other Pokémon to complete tasks they do not want to finish for them. Despite their haughty personalities, however, Snivy are also very calm and intelligent. Though they dislike combat, they will stay collected when attacked and always think before acting. Though their arms are usable, Snivy are more adept at using vines to handle objects.According to Iris and Cilan in Snivy Plays Hard to Catch!, due to their high intelligence, Snivy have high expectations of their trainers. If a trainer fails to meet them, then Snivy will leave them. Despite their smugness, their calm natures and intelligence make Snivy popular amongst trainers in Unova.Snivy usually live on treetops and tall grasses in many forests.'being exposed to sunlight makes its movements swifter. it uses vines more adeptly than its hands.', 'it is very intelligent and calm. being exposed to lots of sunlight makes its movements swifter.', 'they photosynthesize by bathing their tails in sunlight. when they are not feeling well, their tails droop.', 'being exposed to sunlight makes its movements swifter. it uses vines more adeptly than its hands.', 'they photosynthesize by bathing their tails in sunlight. when they are not feeling well, their tails droop.'"
servine,"Servine is a tidy Pokémon that always keeps itself clean, so as not to dirty its leaves, as it uses photosynthesis to absorb energy.When it comes to attacking opponents, it prefers using sneak-attack.Though they can stand bipedally, Servine usually move around by slithering on their bellies. They defend themselves from foes with surprising agility, slithering swiftly between the legs of enemies to disorient them before lashing out with their vines. Servine are also known to use the shade of the thick foliage in their habitats to their advantage, hiding in the darkness to avoid attacks.",Grass Snake Pokémon,grass,2′07″,35.3,https://pokeapi.co/api/v2/pokemon-species/496/,"Servine is a tidy Pokémon that always keeps itself clean, so as not to dirty its leaves, as it uses photosynthesis to absorb energy.When it comes to attacking opponents, it prefers using sneak-attack.Though they can stand bipedally, Servine usually move around by slithering on their bellies. They defend themselves from foes with surprising agility, slithering swiftly between the legs of enemies to disorient them before lashing out with their vines. Servine are also known to use the shade of the thick foliage in their habitats to their advantage, hiding in the darkness to avoid attacks.'when it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.', 'when it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.', 'they avoid attacks by sinking into the shadows of thick foliage. they retaliate with masterful whipping techniques.', 'it moves along the ground as if sliding. its swift movements befuddle its foes, and it then attacks with a vine whip.', 'it moves along the ground as if sliding. its swift movements befuddle its foes, and it then attacks with a vine whip.'"
serperior,"Serperior is a very regal, self-confident Pokémon that is not easily intimidated. It will only use all of its strength if its opponent is not fazed by its fierce and noble glare. When confronted with opponents that prove to be their equals, however, they will let their true power show. Their glares are said to freeze weaker foes dead in their tracks. Even with their haughtiness, the great agility and cleverness of Serperior have made them mainstays in the teams of many Unova trainers. ",Regal Pokémon,grass,10′10″,138.9,https://pokeapi.co/api/v2/pokemon-species/497/,"Serperior is a very regal, self-confident Pokémon that is not easily intimidated. It will only use all of its strength if its opponent is not fazed by its fierce and noble glare. When confronted with opponents that prove to be their equals, however, they will let their true power show. Their glares are said to freeze weaker foes dead in their tracks. Even with their haughtiness, the great agility and cleverness of Serperior have made them mainstays in the teams of many Unova trainers. 'they raise their heads to intimidate opponents but only give it their all when fighting a powerful opponent.', 'it only gives its all against strong opponents who are not fazed by the glare from serperior’s noble eyes.', 'it can stop its opponents’ movements with just a glare. it takes in solar energy and boosts it internally.', 'it can stop its opponents’ movements with just a glare. it takes in solar energy and boosts it internally.', 'it only gives its all against strong opponents who are not fazed by the glare from serperior’s noble eyes.'"
tepig,"Tepig shoots fire from its nostrils, but when it is unhealthy the fire it exhales from its nose becomes black smoke. When its delighted, it wags its tail rapidly.Tepig mostly eat berries and roasts them before eating.",Fire Pig Pokémon,fire,1′08″,21.8,https://pokeapi.co/api/v2/pokemon-species/498/,"Tepig shoots fire from its nostrils, but when it is unhealthy the fire it exhales from its nose becomes black smoke. When its delighted, it wags its tail rapidly.Tepig mostly eat berries and roasts them before eating.'it blows fire through its nose. when it catches a cold, the fire becomes pitch-black smoke instead.', 'it can deftly dodge its foe’s attacks while shooting fireballs from its nose. it roasts berries before it eats them.', 'it can deftly dodge its foe’s attacks while shooting fireballs from its nose. it roasts berries before it eats them.', 'it loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.', 'it loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.'"
pignite,"Pignite spend much of their time eating; they have internal fires constantly burning in their bellies, so they must eat regularly in order to maintain these flames. Their attacks become stronger as their fires burn hotter. When in danger or upset, Pignite can force their fires to flare up and burn through stored lipids in order to unleash powerful attacks. Their movements also become sharper and more agile as their flames intensify. Pignite are also skilled fighters, particularly when it comes to wrestling. They are close-range brawlers; though capable of shooting flames from a distance, they prefer to attack foes using their limbs or even their whole bodies. When Pignite begin to feel hungry, their internal fires will weaken from lack of fuel. Consequently, they will become sluggish and their attacks will weaken. Letting a Pignites fire completely die out is extremely dangerous for the Pokémon, possibly even fatal. Because of this, Pignite trainers are advised to always carry around fat-rich snacks in case their Pokémon begin to feel famished.",Fire Pig Pokémon,"fire,fighting",3′03″,122.4,https://pokeapi.co/api/v2/pokemon-species/499/,"Pignite spend much of their time eating; they have internal fires constantly burning in their bellies, so they must eat regularly in order to maintain these flames. Their attacks become stronger as their fires burn hotter. When in danger or upset, Pignite can force their fires to flare up and burn through stored lipids in order to unleash powerful attacks. Their movements also become sharper and more agile as their flames intensify. Pignite are also skilled fighters, particularly when it comes to wrestling. They are close-range brawlers; though capable of shooting flames from a distance, they prefer to attack foes using their limbs or even their whole bodies. When Pignite begin to feel hungry, their internal fires will weaken from lack of fuel. Consequently, they will become sluggish and their attacks will weaken. Letting a Pignites fire completely die out is extremely dangerous for the Pokémon, possibly even fatal. Because of this, Pignite trainers are advised to always carry around fat-rich snacks in case their Pokémon begin to feel famished.'the more it eats, the more fuel it has to make the fire in its stomach stronger. this fills it with even more power.', 'the more it eats, the more fuel it has to make the fire in its stomach stronger. this fills it with even more power.', 'when its internal fire flares up, its movements grow sharper and faster. when in trouble, it emits smoke.', 'when its internal fire flares up, its movements grow sharper and faster. when in trouble, it emits smoke.', 'whatever it eats becomes fuel for the flame in its stomach. when it is angered, the intensity of the flame increases.'"
emboar,"Emboar is a kind and wise warrior Pokémon that cares deeply about its friends and its trainer. Emboar are protective of their friends, often using their large bodies to shield them from harm. Their fiery beards flare up when they feel strong emotions. Their lively personalities and protective tendencies, along with their great skill in combat, have made Emboar popular Pokémon for many Unova trainers. ",Mega Fire Pig Pokémon,"fire,fighting",5′03″,330.7,https://pokeapi.co/api/v2/pokemon-species/500/,"Emboar is a kind and wise warrior Pokémon that cares deeply about its friends and its trainer. Emboar are protective of their friends, often using their large bodies to shield them from harm. Their fiery beards flare up when they feel strong emotions. Their lively personalities and protective tendencies, along with their great skill in combat, have made Emboar popular Pokémon for many Unova trainers. 'a flaring beard of fire is proof that it is fired up. it is adept at using many different moves.', 'it has mastered fast and powerful fighting moves. it grows a beard of fire.', 'it can throw a fire punch by setting its fists on fire with its fiery chin. it cares deeply about its friends.', 'it can throw a fire punch by setting its fists on fire with its fiery chin. it cares deeply about its friends.', 'it has mastered fast and powerful fighting moves. it grows a beard of fire.'"
oshawott,"Oshawott are mostly mischievous and slightly aggressive. When they feel bored, they will play with their Scalchop, making a pound sound. Many trainers pick Oshawott at the beginnings of their journeys in Unova based on their cuteness. Though these Pokémon may act tough, they are also quick to cower and flee when situations become too intense for them to handle. Oshawott are born with scalchops attached, and simple shells found on beaches will not suffice as substitutes. Scalchops consist primarily of a combination of chitin and calcium carbonate—their composition is nearly identical to that of an Oshawotts claws, which are normally retracted. These Scalchops are also as sharp as blades, and are used to slash at foes and keep them at bay. Oshawott also use scalchops to slice open hard Berries when eating and thick vines when traveling. Because they rely on their scalchops so heavily, Oshawott will guard them with their lives. Their unique weaponry and charming personalities make them a common choice for Unova trainers.",Sea Otter Pokémon,water,1′08″,13.0,https://pokeapi.co/api/v2/pokemon-species/501/,"Oshawott are mostly mischievous and slightly aggressive. When they feel bored, they will play with their Scalchop, making a pound sound. Many trainers pick Oshawott at the beginnings of their journeys in Unova based on their cuteness. Though these Pokémon may act tough, they are also quick to cower and flee when situations become too intense for them to handle. Oshawott are born with scalchops attached, and simple shells found on beaches will not suffice as substitutes. Scalchops consist primarily of a combination of chitin and calcium carbonate—their composition is nearly identical to that of an Oshawotts claws, which are normally retracted. These Scalchops are also as sharp as blades, and are used to slash at foes and keep them at bay. Oshawott also use scalchops to slice open hard Berries when eating and thick vines when traveling. Because they rely on their scalchops so heavily, Oshawott will guard them with their lives. Their unique weaponry and charming personalities make them a common choice for Unova trainers.'the scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.', 'it fights using the scalchop on its stomach. in response to an attack, it retaliates immediately by slashing.', 'the scalchop on its stomach isn’t just used for battle--it can be used to break open hard berries as well.', 'the scalchop on its stomach isn’t just used for battle--it can be used to break open hard berries as well.', ""this pokémon from the unova region uses the shell on its belly as a weapon to cut down its foes. thus, i've conferred upon this shell the name ”scalchop”."", 'the scalchop on its stomach is made from the same elements as claws. it detaches the scalchop for use as a blade.', 'it fights using the scalchop on its stomach. in response to an attack, it retaliates immediately by slashing.'"
